filename,label,encode_label
Image_10.jpg,Rod_bacteria,4
Image_100.jpg,Rod_bacteria,4
Image_102.jpg,Rod_bacteria,4
Image_103.jpg,Rod_bacteria,4
Image_104.jpg,Rod_bacteria,4
Image_105.jpg,Rod_bacteria,4
Image_106.jpg,Rod_bacteria,4
Image_11.jpg,Rod_bacteria,4
Image_13.jpg,Rod_bacteria,4
Image_14.jpg,Rod_bacteria,4
Image_17.jpg,Rod_bacteria,4
Image_18.jpg,Rod_bacteria,4
Image_19.jpg,Rod_bacteria,4
Image_20.jpg,Rod_bacteria,4
Image_22.jpg,Rod_bacteria,4
Image_23.jpg,Rod_bacteria,4
Image_24.jpg,Rod_bacteria,4
Image_25.jpg,Rod_bacteria,4
Image_27.jpg,Rod_bacteria,4
Image_28.jpg,Rod_bacteria,4
Image_30.jpg,Rod_bacteria,4
Image_32.jpg,Rod_bacteria,4
Image_33.jpg,Rod_bacteria,4
Image_35.jpg,Rod_bacteria,4
Image_36.jpg,Rod_bacteria,4
Image_37.png,Rod_bacteria,4
Image_38.png,Rod_bacteria,4
Image_39.jpg,Rod_bacteria,4
Image_41.jpg,Rod_bacteria,4
Image_42.jpg,Rod_bacteria,4
Image_43.jpg,Rod_bacteria,4
Image_45.jpg,Rod_bacteria,4
Image_46.jpg,Rod_bacteria,4
Image_47.jpg,Rod_bacteria,4
Image_49.jpg,Rod_bacteria,4
Image_52.jpg,Rod_bacteria,4
Image_55.jpg,Rod_bacteria,4
Image_56.jpg,Rod_bacteria,4
Image_57.jpg,Rod_bacteria,4
Image_58.jpg,Rod_bacteria,4
Image_59.jpg,Rod_bacteria,4
Image_60.jpg,Rod_bacteria,4
Image_62.png,Rod_bacteria,4
Image_63.jpg,Rod_bacteria,4
Image_64.jpg,Rod_bacteria,4
Image_65.jpg,Rod_bacteria,4
Image_67.jpg,Rod_bacteria,4
Image_68.jpg,Rod_bacteria,4
Image_69.jpg,Rod_bacteria,4
Image_70.jpg,Rod_bacteria,4
Image_71.jpg,Rod_bacteria,4
Image_72.jpg,Rod_bacteria,4
Image_73.png,Rod_bacteria,4
Image_75.jpg,Rod_bacteria,4
Image_76.jpg,Rod_bacteria,4
Image_77.jpg,Rod_bacteria,4
Image_78.jpg,Rod_bacteria,4
Image_79.jpg,Rod_bacteria,4
Image_8.jpg,Rod_bacteria,4
Image_81.jpg,Rod_bacteria,4
Image_83.jpg,Rod_bacteria,4
Image_84.jpg,Rod_bacteria,4
Image_86.jpg,Rod_bacteria,4
Image_87.jpg,Rod_bacteria,4
Image_88.jpg,Rod_bacteria,4
Image_89.jpg,Rod_bacteria,4
Image_9.jpg,Rod_bacteria,4
Image_90.jpg,Rod_bacteria,4
Image_91.jpg,Rod_bacteria,4
Image_93.jpg,Rod_bacteria,4
Image_94.jpg,Rod_bacteria,4
Image_97.jpg,Rod_bacteria,4
Image_98.JPG,Rod_bacteria,4
Image_99.jpg,Rod_bacteria,4
